S_No,Speed_Range,Weight,Dead_Alive,Airbag,Seatbelt,Frontal,Sex,Age_of_Occupant,Year_of_Accident,Vehicle_Year,Airbag_Deploy,Occ_Role,Inj_Severity
8049,55+,3.015,dead,No Airbag,No,TRUE,Male,27,1998,1995,Unavailable,Driver,4
8050,40-54,3.856,alive,No Airbag,Yes,FALSE,Male,60,1998,1982,Unavailable,Driver,3
8051,25-39,9.203,alive,No Airbag,Yes,TRUE,Female,21,1998,1986,Unavailable,Driver,3
8052,25-39,9.203,alive,No Airbag,Yes,TRUE,Female,19,1998,1986,Unavailable,Passenger,2
8053, 10-24,9.203,alive,Airbag,Yes,TRUE,Female,47,1998,1993,Deploy,Driver,2
8054, 10-24,67.199,alive,No Airbag,Yes,TRUE,Female,65,1998,1986,Unavailable,Driver,1
8055,25-39,3.856,alive,No Airbag,Yes,TRUE,Male,37,1998,1990,Unavailable,Driver,3
8056, 10-24,680.52,alive,No Airbag,Yes,TRUE,Male,26,1998,1977,Unavailable,Driver,1
8057, 10-24,680.52,alive,No Airbag,Yes,TRUE,Male,28,1998,1977,Unavailable,Passenger,1
8058, 10-24,680.52,alive,Airbag,Yes,TRUE,Male,21,1998,1990,Deploy,Driver,2
8059, 10-24,3.856,alive,No Airbag,Yes,TRUE,Female,67,1998,1987,Unavailable,Driver,3
8060, 10-24,3.856,alive,No Airbag,Yes,FALSE,Female,27,1998,1990,Unavailable,Driver,1
8061, 10-24,3.856,alive,No Airbag,Yes,FALSE,Female,36,1998,1987,Unavailable,Driver,3
8062, 10-24,8.744,alive,No Airbag,No,TRUE,Male,33,1998,1987,Unavailable,Driver,3
8063, 10-24,8.744,alive,No Airbag,Yes,FALSE,Male,45,1998,1990,Unavailable,Driver,1
8064, 10-24,41.639,alive,No Airbag,Yes,FALSE,Male,50,1998,1989,Unavailable,Driver,1
8065, 10-24,41.639,alive,No Airbag,Yes,FALSE,Female,58,1998,1989,Unavailable,Passenger,1
8066, 10-24,41.639,alive,Airbag,Yes,TRUE,Male,21,1998,1997,Deploy,Driver,1
8067, 10-24,41.639,alive,Airbag,Yes,TRUE,Female,25,1998,1997,Deploy,Passenger,1
8068,25-39,63.841,alive,Airbag,Yes,TRUE,Female,58,1998,1989,Deploy,Driver,2
8069, 10-24,63.841,alive,Airbag,Yes,FALSE,Male,44,1998,1995,NoDeploy,Driver,1
8070,55+,3.015,alive,No Airbag,Yes,FALSE,Female,35,1998,1987,Unavailable,Driver,1
8071,25-39,17.006,alive,No Airbag,Yes,TRUE,Female,39,1998,1990,Unavailable,Driver,1
8072,25-39,17.006,alive,No Airbag,Yes,TRUE,Female,53,1998,1990,Unavailable,Passenger,1
8073,25-39,17.006,alive,No Airbag,Yes,FALSE,Male,32,1998,1991,Unavailable,Driver,3
8074, 10-24,17.106,alive,Airbag,Yes,TRUE,Male,34,1998,1996,Deploy,Driver,2
8075, 10-24,26.228,alive,No Airbag,Yes,FALSE,Male,51,1998,1986,Unavailable,Driver,0
8076, 10-24,26.228,alive,No Airbag,Yes,FALSE,Male,54,1998,1986,Unavailable,Passenger,1
8077, 10-24,26.228,alive,No Airbag,No,TRUE,Female,32,1998,1990,Unavailable,Driver,0
8078, 10-24,26.228,alive,No Airbag,Yes,TRUE,Female,52,1998,1990,Unavailable,Passenger,1
8079,40-54,589.534,alive,No Airbag,Yes,TRUE,Female,29,1998,1985,Unavailable,Driver,1
8080,25-39,104.912,alive,Airbag,Yes,TRUE,Male,19,1998,1992,Deploy,Driver,1
8081, 10-24,104.912,alive,Airbag,No,TRUE,Female,28,1998,1998,Deploy,Driver,2
8082,25-39,3.015,alive,No Airbag,No,TRUE,Male,51,1998,1970,Unavailable,Driver,2
8083,40-54,3.856,alive,No Airbag,No,TRUE,Male,33,1998,1983,Unavailable,Driver,3
8084,25-39,7.712,alive,No Airbag,Yes,TRUE,Male,19,1998,1989,Unavailable,Driver,3
8085, 10-24,26.952,alive,Airbag,Yes,FALSE,Female,44,1998,1997,NoDeploy,Driver,0
8086, 10-24,41.323,alive,No Airbag,Yes,FALSE,Female,38,1998,1985,Unavailable,Driver,1
8087, 10-24,41.323,alive,No Airbag,Yes,FALSE,Female,18,1998,1985,Unavailable,Passenger,1
8088, 10-24,41.323,alive,No Airbag,Yes,TRUE,Female,37,1998,1988,Unavailable,Driver,0
8089,25-39,41.323,alive,No Airbag,Yes,TRUE,Male,86,1998,1992,Unavailable,Driver,2
8090, 10-24,206.318,alive,No Airbag,Yes,TRUE,Male,49,1998,1991,Unavailable,Driver,0
8091, 10-24,59.376,alive,Airbag,Yes,FALSE,Female,55,1998,1996,NoDeploy,Driver,1
8092, 10-24,91.035,alive,No Airbag,No,FALSE,Female,17,1998,1991,Unavailable,Driver,2
8093, 10-24,454.524,alive,No Airbag,Yes,FALSE,Female,46,1998,1987,Unavailable,Driver,0
8094, 10-24,454.524,alive,No Airbag,Yes,FALSE,Female,40,1998,1987,Unavailable,Passenger,0
8095,40-54,12.996,alive,No Airbag,Yes,TRUE,Male,38,1998,1992,Unavailable,Driver,2
8096, 10-24,19.925,alive,No Airbag,No,TRUE,Male,52,1998,1982,Unavailable,Driver,2
8097,25-39,28.554,alive,Airbag,Yes,FALSE,Male,41,1998,1996,Deploy,Driver,2
8098, 10-24,28.554,alive,No Airbag,Yes,TRUE,Male,30,1998,1977,Unavailable,Driver,1
8099, 10-24,28.554,alive,No Airbag,Yes,TRUE,Female,34,1998,1977,Unavailable,Passenger,1
8100,40-54,7.712,alive,No Airbag,No,TRUE,Male,38,1998,1977,Unavailable,Driver,3
8101,25-39,7.712,alive,No Airbag,Yes,TRUE,Male,32,1998,1993,Unavailable,Driver,0
8102,25-39,49.123,alive,No Airbag,Yes,TRUE,Male,31,1998,1983,Unavailable,Driver,1
8103,25-39,49.123,alive,No Airbag,Yes,TRUE,Male,54,1998,1983,Unavailable,Passenger,1
8104,25-39,70.398,alive,Airbag,Yes,TRUE,Female,20,1998,1995,NoDeploy,Driver,0
8105,25-39,70.398,alive,Airbag,Yes,TRUE,Male,19,1998,1995,NoDeploy,Passenger,2
8106, 10-24,7.372,alive,No Airbag,Yes,FALSE,Male,20,1998,1987,Unavailable,Driver,1
8107, 10-24,7.372,alive,Airbag,Yes,TRUE,Male,21,1998,1995,Deploy,Driver,3
8108, 10-24,22.186,alive,Airbag,Yes,TRUE,Male,55,1998,1996,Deploy,Driver,0
8109, 10-24,22.186,alive,Airbag,Yes,TRUE,Female,44,1998,1996,Deploy,Driver,1
8110, 10-24,110.395,alive,No Airbag,Yes,TRUE,Male,20,1998,1981,Unavailable,Driver,1
8111, 10-24,18.149,alive,Airbag,Yes,FALSE,Male,33,1998,1995,Deploy,Driver,2
8112,25-39,7.372,alive,Airbag,No,TRUE,Female,26,1998,1996,Deploy,Driver,3
8113,40-54,7.712,alive,No Airbag,No,FALSE,Male,55,1998,1992,Unavailable,Driver,3
8114, 10-24,66.028,alive,No Airbag,Yes,FALSE,Female,56,1998,1979,Unavailable,Driver,1
8115, 10-24,66.028,alive,No Airbag,Yes,TRUE,Female,35,1998,1989,Unavailable,Driver,1
8116,25-39,7.372,alive,No Airbag,No,TRUE,Male,39,1998,1984,Unavailable,Driver,2
8117,25-39,7.372,alive,No Airbag,Yes,TRUE,Male,42,1998,1984,Unavailable,Driver,0
8118,25-39,7.372,alive,No Airbag,Yes,FALSE,Male,22,1998,1972,Unavailable,Driver,3
8119,25-39,7.712,alive,Airbag,Yes,TRUE,Male,19,1998,1994,Deploy,Driver,3
8120,25-39,7.712,alive,No Airbag,Yes,TRUE,Male,20,1998,1994,Unavailable,Passenger,3
8121,25-39,101.166,alive,Airbag,Yes,FALSE,Female,77,1998,1998,NoDeploy,Driver,1
8122, 10-24,65.169,alive,No Airbag,Yes,FALSE,Female,28,1998,1984,Unavailable,Driver,1
8123, 10-24,65.169,alive,Airbag,Yes,TRUE,Female,35,1998,1997,NoDeploy,Driver,1
8124, 10-24,51.98,alive,Airbag,Yes,FALSE,Female,78,1998,1997,Deploy,Driver,2
8125, 10-24,51.98,alive,Airbag,Yes,TRUE,Female,79,1998,1993,Deploy,Driver,2
8126,25-39,79.696,alive,Airbag,Yes,FALSE,Male,55,1998,1996,NoDeploy,Driver,1
8127,25-39,79.696,alive,No Airbag,Yes,TRUE,Male,28,1998,1992,Unavailable,Driver,1
8128,25-39,79.696,alive,No Airbag,Yes,TRUE,Female,28,1998,1992,Unavailable,Passenger,1
8129, 10-24,397.908,alive,No Airbag,Yes,FALSE,Male,33,1998,1993,Unavailable,Driver,1
8130,40-54,6.03,dead,No Airbag,Yes,FALSE,Male,21,1998,1983,Unavailable,Driver,4
8131,40-54,6.03,alive,No Airbag,Yes,FALSE,Male,29,1998,1983,Unavailable,Passenger,3
8132,25-39,6.03,alive,No Airbag,No,TRUE,Female,33,1998,1992,Unavailable,Driver,1
8133,25-39,7.712,alive,No Airbag,No,FALSE,Male,43,1998,1992,Unavailable,Driver,3
8134, 10-24,456.916,alive,No Airbag,Yes,FALSE,Female,68,1998,1985,Unavailable,Driver,0
8135, 10-24,7.712,alive,Airbag,Yes,TRUE,Male,16,1998,1991,Deploy,Driver,0
8136, 10-24,7.712,alive,Airbag,Yes,FALSE,Male,47,1998,1997,NoDeploy,Driver,1
8137, 10-24,18.882,alive,No Airbag,Yes,TRUE,Female,48,1998,1992,Unavailable,Driver,0
8138, 10-24,18.882,alive,Airbag,Yes,TRUE,Male,67,1998,1995,Deploy,Driver,2
8139, 10-24,18.882,alive,No Airbag,Yes,TRUE,Female,70,1998,1995,Unavailable,Passenger,1
8140, 10-24,41.486,alive,No Airbag,Yes,FALSE,Male,50,1998,1989,Unavailable,Driver,0
8141,25-39,7.712,alive,No Airbag,No,FALSE,Male,70,1998,1987,Unavailable,Driver,3
8142,25-39,65.296,alive,No Airbag,No,FALSE,Male,32,1998,1986,Unavailable,Driver,2
8143, 10-24,65.296,alive,Airbag,Yes,TRUE,Male,33,1998,1995,Deploy,Driver,0
8144,40-54,7.712,alive,No Airbag,Yes,TRUE,Female,38,1998,1991,Unavailable,Driver,3
8145, 10-24,429.172,alive,Airbag,Yes,FALSE,Male,69,1998,1997,Deploy,Driver,0
8146, 10-24,42.991,alive,Airbag,No,FALSE,Male,44,1998,1995,NoDeploy,Driver,1
8147, 10-24,42.991,alive,Airbag,No,FALSE,Female,44,1998,1995,NoDeploy,Passenger,1
8148, 1-9,332.455,alive,No Airbag,Yes,FALSE,Male,24,1998,1987,Unavailable,Driver,0
8149, 1-9,332.455,alive,No Airbag,Yes,FALSE,Female,22,1998,1987,Unavailable,Passenger,1
8150,25-39,132.834,alive,Airbag,Yes,TRUE,Female,33,1998,1995,Deploy,Driver,1
8151,25-39,132.834,alive,Airbag,Yes,TRUE,Male,37,1998,1995,Deploy,Passenger,1
8152, 10-24,16.592,alive,No Airbag,Yes,FALSE,Male,60,1998,1994,Unavailable,Driver,3
8153, 10-24,16.592,alive,Airbag,Yes,TRUE,Male,21,1998,1995,Deploy,Driver,0
8154,25-39,121.15,alive,Airbag,Yes,TRUE,Male,35,1998,1993,Deploy,Driver,0
8155,25-39,121.15,alive,No Airbag,Yes,FALSE,Male,40,1998,1984,Unavailable,Driver,1
8156, 10-24,118.648,alive,No Airbag,Yes,FALSE,Female,58,1998,1989,Unavailable,Driver,0
8157,25-39,118.648,alive,No Airbag,Yes,TRUE,Female,28,1998,1989,Unavailable,Driver,1
8158, 10-24,0,alive,Airbag,Yes,TRUE,Male,20,1998,1998,Deploy,Driver,2
8159, 10-24,0,alive,Airbag,Yes,TRUE,Female,23,1998,1998,Deploy,Passenger,2
8160,40-54,0,alive,Airbag,Yes,TRUE,Female,41,1998,1998,Deploy,Driver,1
8161,25-39,37.723,alive,No Airbag,No,TRUE,Female,41,1998,1993,Unavailable,Driver,3
8162, 10-24,37.723,alive,No Airbag,No,TRUE,Male,57,1998,1990,Unavailable,Driver,3
8163, 10-24,37.723,alive,No Airbag,No,TRUE,Female,53,1998,1990,Unavailable,Passenger,3
8164, 1-9,4812.252,alive,No Airbag,Yes,TRUE,Male,39,1998,1986,Unavailable,Driver,1
8165, 1-9,4812.252,alive,No Airbag,Yes,TRUE,Female,29,1998,1986,Unavailable,Passenger,1
8166,25-39,14.595,alive,No Airbag,No,FALSE,Male,20,1998,1997,Unavailable,Driver,3
8167,25-39,14.595,alive,No Airbag,No,FALSE,Male,22,1998,1997,Unavailable,Passenger,3
8168,25-39,14.595,alive,No Airbag,Yes,TRUE,Male,54,1998,1994,Unavailable,Driver,0
8169,25-39,14.986,dead,No Airbag,No,FALSE,Male,38,1998,1989,Unavailable,Driver,4
8170,25-39,21.9,dead,No Airbag,Yes,TRUE,Male,34,1998,1991,Unavailable,Driver,4
8171, 10-24,16.929,alive,No Airbag,Yes,TRUE,Male,33,1998,1989,Unavailable,Driver,3
8172, 10-24,1570.024,alive,No Airbag,Yes,TRUE,Female,20,1998,1967,Unavailable,Driver,2
8173, 10-24,1715.032,alive,No Airbag,Yes,TRUE,Male,78,1998,1982,Unavailable,Driver,2
8174,25-39,1715.032,alive,No Airbag,Yes,TRUE,Male,33,1998,1993,Unavailable,Driver,0
8175, 10-24,20.848,alive,Airbag,Yes,TRUE,Male,33,1998,1996,Deploy,Driver,3
8176, 10-24,20.848,alive,No Airbag,No,TRUE,Female,47,1998,1996,Unavailable,Passenger,2
8177,40-54,32.356,alive,No Airbag,No,TRUE,Male,42,1998,1978,Unavailable,Driver,3
8178, 10-24,28.103,alive,Airbag,Yes,TRUE,Male,16,1998,1995,Deploy,Driver,3
8179,25-39,28.103,alive,No Airbag,No,TRUE,Male,17,1998,1984,Unavailable,Driver,3
8180,25-39,28.103,alive,No Airbag,No,TRUE,Female,16,1998,1984,Unavailable,Passenger,3
8181,55+,43.615,alive,No Airbag,No,TRUE,Female,30,1998,1985,Unavailable,Driver,3
8182,55+,14.163,alive,No Airbag,No,TRUE,Female,22,1998,1982,Unavailable,Driver,1
8183,55+,14.163,alive,No Airbag,No,TRUE,Female,23,1998,1982,Unavailable,Passenger,3
8184,55+,23.503,alive,No Airbag,No,TRUE,Male,46,1998,1977,Unavailable,Driver,3
8185, 10-24,11.492,alive,No Airbag,Yes,TRUE,Female,50,1998,1991,Unavailable,Driver,3
8186,25-39,11.492,alive,Airbag,Yes,TRUE,Male,39,1998,1998,Deploy,Driver,3
8187, 10-24,2849.459,alive,Airbag,Yes,FALSE,Female,37,1998,1997,NoDeploy,Driver,1
8188, 10-24,554.72,alive,Airbag,Yes,TRUE,Female,30,1998,1993,Deploy,Driver,3
8189,25-39,25.705,alive,Airbag,Yes,TRUE,Male,40,1998,1994,Deploy,Driver,2
8190,25-39,13.377,alive,No Airbag,No,TRUE,Female,28,1998,1988,Unavailable,Driver,3
8191,25-39,13.377,alive,No Airbag,Yes,FALSE,Male,41,1998,1974,Unavailable,Driver,3
8192,40-54,20.801,dead,No Airbag,No,TRUE,Male,51,1998,1993,Unavailable,Driver,4
8193, 10-24,340.263,alive,No Airbag,Yes,FALSE,Female,40,1998,1990,Unavailable,Driver,0
8194, 10-24,340.263,alive,No Airbag,Yes,FALSE,Male,28,1998,1990,Unavailable,Passenger,0
8195,25-39,26.169,alive,No Airbag,Yes,TRUE,Male,39,1998,1976,Unavailable,Driver,2
8196, 10-24,242.393,alive,No Airbag,Yes,FALSE,Male,33,1998,1988,Unavailable,Driver,2
8197,25-39,26.169,alive,No Airbag,Yes,TRUE,Female,54,1998,1991,Unavailable,Driver,2
8198,40-54,26.169,alive,No Airbag,Yes,TRUE,Female,18,1998,1988,Unavailable,Driver,2
8199,40-54,26.169,dead,No Airbag,Yes,TRUE,Female,27,1998,1988,Unavailable,Passenger,4
8200, 10-24,28.894,alive,Airbag,Yes,TRUE,Female,56,1998,1994,Deploy,Driver,1
8201,25-39,1222.315,alive,Airbag,Yes,TRUE,Female,18,1998,1994,Deploy,Driver,2
8202,25-39,1222.315,alive,Airbag,Yes,TRUE,Male,17,1998,1994,Deploy,Passenger,2
8203,25-39,14.374,alive,Airbag,Yes,TRUE,Male,48,1998,1995,Deploy,Driver,2
8204,25-39,14.374,alive,Airbag,Yes,TRUE,Female,48,1998,1995,Deploy,Passenger,3
8205,40-54,14.374,alive,No Airbag,Yes,FALSE,Female,25,1998,1981,Unavailable,Driver,3
8206,25-39,55.228,alive,No Airbag,Yes,TRUE,Male,30,1998,1986,Unavailable,Driver,2
8207, 10-24,75.209,alive,No Airbag,Yes,TRUE,Female,61,1998,1990,Unavailable,Driver,0
8208, 10-24,75.209,alive,No Airbag,Yes,FALSE,Female,26,1998,1988,Unavailable,Driver,0
8209, 10-24,75.209,alive,No Airbag,No,FALSE,Female,21,1998,1988,Unavailable,Passenger,2
8210,25-39,13.377,alive,No Airbag,Yes,TRUE,Female,77,1998,1988,Unavailable,Driver,3
8211, 10-24,22.984,alive,Airbag,Yes,TRUE,Male,36,1998,1995,Deploy,Driver,3
8212, 10-24,24.823,alive,Airbag,Yes,FALSE,Male,21,1998,1998,NoDeploy,Driver,0
8213, 10-24,24.823,alive,Airbag,Yes,FALSE,Male,21,1998,1998,NoDeploy,Passenger,3
8214,25-39,34.772,alive,Airbag,Yes,FALSE,Male,28,1998,1993,NoDeploy,Driver,3
8215,25-39,34.772,alive,Airbag,Yes,FALSE,Female,43,1998,1993,NoDeploy,Passenger,0
8216,25-39,34.772,alive,Airbag,Yes,TRUE,Male,28,1998,1994,Deploy,Driver,3
8217,25-39,15.213,alive,Airbag,No,FALSE,Female,28,1998,1998,NoDeploy,Driver,3
8218,40-54,26.169,dead,No Airbag,No,TRUE,Female,36,1998,1982,Unavailable,Driver,4
8219,25-39,14.535,alive,Airbag,Yes,TRUE,Male,21,1998,1996,Deploy,Driver,0
8220,25-39,14.535,alive,No Airbag,Yes,TRUE,Female,19,1998,1996,Unavailable,Passenger,0
8221,25-39,14.535,alive,Airbag,No,TRUE,Female,45,1998,1996,Deploy,Driver,3
8222,55+,47.998,dead,No Airbag,No,TRUE,Female,29,1998,1988,Unavailable,Driver,4
8223, 10-24,27.232,alive,No Airbag,Yes,FALSE,Male,78,1998,1973,Unavailable,Driver,3
8224, 10-24,27.232,alive,No Airbag,Yes,TRUE,Female,51,1998,1982,Unavailable,Driver,3
8225, 10-24,27.232,alive,No Airbag,Yes,TRUE,Female,23,1998,1982,Unavailable,Passenger,3
8226,55+,26.754,alive,No Airbag,No,TRUE,Male,29,1998,1980,Unavailable,Driver,3
8227,25-39,106.175,alive,No Airbag,Yes,TRUE,Male,45,1998,1993,Unavailable,Driver,3
8228, 10-24,340.965,alive,Airbag,Yes,FALSE,Male,28,1998,1997,NoDeploy,Driver,2
8229, 10-24,955.165,alive,No Airbag,Yes,TRUE,Female,17,1998,1991,Unavailable,Driver,0
8230, 10-24,955.165,alive,No Airbag,Yes,TRUE,Male,17,1998,1991,Unavailable,Passenger,0
8231,40-54,28.894,alive,Airbag,Yes,FALSE,Male,45,1998,1993,Deploy,Driver,3
8232, 10-24,28.894,alive,Airbag,No,TRUE,Male,22,1998,1995,NoDeploy,Driver,0
8233,25-39,28.894,alive,No Airbag,Yes,FALSE,Male,18,1998,1978,Unavailable,Driver,2
8234,25-39,28.894,alive,No Airbag,No,FALSE,Male,20,1998,1978,Unavailable,Passenger,3
8235,40-54,102.609,alive,No Airbag,Yes,TRUE,Male,76,1998,1968,Unavailable,Driver,2
8236,25-39,0,alive,Airbag,Yes,TRUE,Male,27,1998,1998,Deploy,Driver,0
8237,25-39,0,alive,Airbag,Yes,TRUE,Female,38,1998,1998,Deploy,Passenger,2
8238, 10-24,0,alive,Airbag,Yes,FALSE,Male,24,1998,1998,Deploy,Driver,1
8239, 10-24,0,alive,Airbag,Yes,FALSE,Male,25,1998,1998,Deploy,Passenger,1
8240,55+,8.43,dead,No Airbag,Yes,FALSE,Male,29,1998,1983,Unavailable,Driver,4
8241,25-39,8.43,alive,Airbag,Yes,TRUE,Male,56,1998,1997,Deploy,Driver,2
8242,25-39,4.974,alive,No Airbag,No,TRUE,Female,19,1998,1985,Unavailable,Driver,2
8243,25-39,4.974,alive,No Airbag,No,TRUE,Male,20,1998,1985,Unavailable,Passenger,3
8244,25-39,24.769,alive,No Airbag,No,TRUE,Female,36,1998,1987,Unavailable,Driver,3
8245,25-39,24.769,alive,No Airbag,No,TRUE,Male,54,1998,1987,Unavailable,Passenger,2
8246,40-54,24.769,alive,Airbag,Yes,TRUE,Male,34,1998,1996,Deploy,Driver,1
8247,40-54,5.355,alive,No Airbag,Yes,TRUE,Female,47,1998,1978,Unavailable,Driver,2
8248,25-39,5.355,alive,No Airbag,Yes,TRUE,Male,86,1998,1969,Unavailable,Driver,3
8249,25-39,5.355,dead,No Airbag,Yes,TRUE,Female,88,1998,1969,Unavailable,Passenger,3
8250,25-39,5.355,alive,Airbag,Yes,TRUE,Male,44,1998,1988,Deploy,Driver,3
8251,25-39,101.321,alive,No Airbag,Yes,TRUE,Male,23,1998,1988,Unavailable,Driver,0
8252,25-39,101.321,alive,No Airbag,Yes,TRUE,Male,24,1998,1988,Unavailable,Passenger,2
8253,25-39,4.974,alive,Airbag,Yes,TRUE,Male,21,1998,1990,Deploy,Driver,3
8254,25-39,4.974,alive,No Airbag,Yes,FALSE,Female,46,1998,1988,Unavailable,Driver,0
8255, 10-24,4.974,alive,No Airbag,Yes,FALSE,Male,50,1998,1987,Unavailable,Driver,1
8256,40-54,4.974,alive,Airbag,Yes,TRUE,Male,41,1998,1991,Deploy,Driver,1
8257,40-54,4.974,alive,No Airbag,No,TRUE,Female,37,1998,1987,Unavailable,Driver,3
8258, 10-24,62.826,alive,No Airbag,Yes,FALSE,Male,42,1998,1979,Unavailable,Driver,2
8259, 10-24,90.035,alive,Airbag,Yes,TRUE,Female,19,1998,1996,Deploy,Driver,1
8260, 10-24,90.035,alive,Airbag,Yes,TRUE,Female,18,1998,1996,Deploy,Passenger,1
8261, 10-24,7.693,alive,No Airbag,Yes,TRUE,Male,16,1998,1990,Unavailable,Driver,2
8262, 10-24,7.693,alive,No Airbag,Yes,FALSE,Female,35,1998,1989,Unavailable,Driver,3
8263, 10-24,7.693,alive,No Airbag,Yes,TRUE,Male,36,1998,1988,Unavailable,Driver,0
8264, 10-24,56.169,alive,Airbag,Yes,TRUE,Female,38,1998,1996,NoDeploy,Driver,0
8265, 10-24,56.169,alive,No Airbag,Yes,TRUE,Female,36,1998,1994,Unavailable,Driver,1
8266, 10-24,280.44,alive,No Airbag,Yes,TRUE,Female,47,1998,1993,Unavailable,Driver,1
8267,25-39,280.44,alive,No Airbag,Yes,TRUE,Female,81,1998,1985,Unavailable,Driver,1
8268,25-39,35.832,alive,No Airbag,Yes,TRUE,Male,23,1998,1983,Unavailable,Driver,2
8269, 10-24,4.754,alive,No Airbag,Yes,TRUE,Male,41,1998,1992,Unavailable,Driver,1
8270,25-39,4.974,alive,No Airbag,Yes,FALSE,Female,84,1998,1988,Unavailable,Driver,3
8271,25-39,4.974,alive,No Airbag,Yes,TRUE,Female,37,1998,1987,Unavailable,Driver,1
8272, 1-9,179.724,alive,Airbag,Yes,FALSE,Female,32,1998,1997,NoDeploy,Driver,0
8273,25-39,10.495,alive,No Airbag,No,FALSE,Female,24,1998,1988,Unavailable,Driver,3
8274, 10-24,10.495,alive,No Airbag,Yes,TRUE,Female,24,1998,1986,Unavailable,Driver,2
8275, 10-24,49.978,alive,Airbag,Yes,TRUE,Male,22,1998,1998,Deploy,Driver,1
8276, 10-24,4.974,alive,No Airbag,Yes,TRUE,Female,49,1998,1989,Unavailable,Driver,3
8277,40-54,57.084,alive,Airbag,No,TRUE,Female,30,1998,1995,Deploy,Driver,2
8278,40-54,57.084,alive,Airbag,No,TRUE,Male,36,1998,1995,Deploy,Passenger,2
8279, 10-24,4.974,alive,No Airbag,No,TRUE,Male,26,1998,1982,Unavailable,Driver,3
8280, 10-24,4.974,alive,No Airbag,Yes,TRUE,Female,44,1998,1993,Unavailable,Driver,1
8281, 10-24,4.974,alive,No Airbag,Yes,TRUE,Male,21,1998,1993,Unavailable,Passenger,3
8282, 10-24,18.237,alive,No Airbag,Yes,TRUE,Female,69,1998,1986,Unavailable,Driver,2
8283, 10-24,133.158,alive,Airbag,Yes,FALSE,Female,26,1998,1993,NoDeploy,Driver,1
8284, 10-24,133.158,alive,Airbag,No,TRUE,Female,37,1998,1994,NoDeploy,Driver,1
8285, 10-24,64.642,alive,No Airbag,Yes,TRUE,Male,22,1998,1987,Unavailable,Driver,0
8286, 10-24,64.642,alive,Airbag,Yes,FALSE,Male,56,1998,1993,Deploy,Driver,2
8287, 10-24,64.642,alive,Airbag,Yes,FALSE,Male,51,1998,1993,Deploy,Passenger,2
8288,25-39,219.033,alive,No Airbag,No,TRUE,Male,26,1998,1967,Unavailable,Driver,2
8289, 10-24,96.358,alive,Airbag,Yes,TRUE,Female,43,1998,1991,NoDeploy,Driver,1
8290,25-39,138.089,alive,Airbag,Yes,TRUE,Male,28,1998,1995,Deploy,Driver,1
8291, 10-24,107.062,alive,Airbag,Yes,TRUE,Male,28,1998,1996,Deploy,Driver,2
8292, 10-24,4.754,alive,Airbag,No,TRUE,Male,18,1998,1997,Deploy,Passenger,3
8293, 10-24,148.497,alive,Airbag,No,TRUE,Male,29,1998,1998,Deploy,Driver,0
8294, 10-24,148.497,alive,Airbag,No,TRUE,Male,30,1998,1998,Deploy,Passenger,0
8295,25-39,9.631,alive,Airbag,Yes,TRUE,Male,31,1998,1991,Deploy,Driver,0
8296,25-39,9.631,alive,No Airbag,Yes,TRUE,Female,31,1998,1991,Unavailable,Passenger,0
8297,25-39,9.631,alive,Airbag,Yes,TRUE,Male,44,1998,1995,Deploy,Driver,3
8298,25-39,77.988,alive,No Airbag,Yes,TRUE,Female,24,1998,1988,Unavailable,Driver,3
8299,25-39,77.988,alive,No Airbag,Yes,TRUE,Male,21,1998,1988,Unavailable,Passenger,2
8300, 10-24,4.974,alive,Airbag,Yes,FALSE,Male,44,1998,1997,Deploy,Driver,1
8301,25-39,4.974,alive,No Airbag,Yes,TRUE,Female,23,1998,1990,Unavailable,Driver,3
8302, 10-24,35.056,alive,Airbag,No,TRUE,Male,40,1998,1995,Deploy,Driver,2
8303, 10-24,35.056,alive,No Airbag,Yes,TRUE,Male,71,1998,1980,Unavailable,Driver,1
8304, 10-24,77.024,alive,Airbag,Yes,TRUE,Male,37,1998,1998,NoDeploy,Driver,0
8305,40-54,4.754,alive,No Airbag,No,TRUE,Male,19,1998,1990,Unavailable,Driver,2
8306,55+,4.754,alive,Airbag,No,FALSE,Male,26,1998,1997,NoDeploy,Driver,3
8307,55+,4.754,alive,Airbag,No,FALSE,Female,24,1998,1997,NoDeploy,Passenger,1
8308, 10-24,10.378,alive,Airbag,Yes,FALSE,Male,23,1998,1996,Deploy,Driver,0
8309, 10-24,10.378,alive,Airbag,Yes,FALSE,Male,71,1998,1996,Deploy,Passenger,3
8310, 10-24,4.974,alive,No Airbag,Yes,TRUE,Female,32,1998,1991,Unavailable,Driver,1
8311, 10-24,4.974,alive,No Airbag,No,TRUE,Male,33,1998,1991,Unavailable,Passenger,3
8312,40-54,5.065,alive,No Airbag,No,TRUE,Male,34,1998,1981,Unavailable,Driver,3
8313,25-39,334.106,alive,No Airbag,No,TRUE,Male,36,1998,1986,Unavailable,Driver,2
8314,25-39,4.754,alive,No Airbag,No,TRUE,Male,24,1998,1983,Unavailable,Driver,1
8315, 10-24,4.754,alive,Airbag,Yes,FALSE,Male,30,1998,1998,Deploy,Driver,1
8316, 10-24,4.754,alive,Airbag,Yes,FALSE,Female,57,1998,1998,Deploy,Passenger,3
8317,25-39,4.974,alive,No Airbag,No,TRUE,Male,48,1998,1989,Unavailable,Driver,3
